Date,Open,High,Low,Close,Volume
26-Aug-15,484.02,503.72,478.76,500.77,6323581
25-Aug-15,487.49,489.44,466.25,466.37,5643973
24-Aug-15,463.58,489.76,451.00,463.37,10063882
21-Aug-15,507.36,512.33,494.47,494.47,6636405
20-Aug-15,530.39,533.25,515.77,515.78,4374857
19-Aug-15,533.74,537.25,529.00,532.92,2324040
18-Aug-15,535.04,539.49,533.00,535.02,2071342
17-Aug-15,531.29,538.74,527.12,535.22,2581680
14-Aug-15,528.25,534.11,528.25,531.52,1994799
13-Aug-15,527.37,534.66,525.48,529.66,2895238
12-Aug-15,523.75,527.50,513.06,525.91,4014684
11-Aug-15,523.65,528.98,522.00,527.46,2676600
10-Aug-15,528.52,532.28,523.00,524.00,2615926
7-Aug-15,529.16,529.46,518.21,522.62,3969215
6-Aug-15,539.30,542.74,527.52,529.46,3820453
5-Aug-15,538.80,539.14,534.12,537.01,2889350
4-Aug-15,529.69,536.95,529.16,531.90,2934590
3-Aug-15,537.45,540.44,529.36,535.03,3014236
31-Jul-15,539.09,542.84,534.52,536.15,3025598
30-Jul-15,527.65,539.20,524.29,536.76,3743065
29-Jul-15,530.92,532.97,525.02,529.00,3752634
28-Jul-15,536.00,536.39,523.12,526.03,5273092
27-Jul-15,527.75,544.95,526.60,531.41,7490960
24-Jul-15,578.99,580.57,529.35,529.42,21909381
23-Jul-15,491.66,491.66,475.70,482.18,9374431
22-Jul-15,485.99,492.50,484.90,488.27,3114898
21-Jul-15,487.90,488.88,482.55,488.00,3181831
20-Jul-15,492.57,493.20,485.40,488.10,4752491
17-Jul-15,477.70,485.42,477.25,483.01,4932176
16-Jul-15,465.50,475.88,464.80,475.48,4095581
15-Jul-15,463.04,464.70,460.20,461.19,2987399
14-Jul-15,462.32,469.60,458.16,465.57,4736215
13-Jul-15,448.29,457.87,447.54,455.57,3956802
10-Jul-15,440.49,444.72,439.00,443.51,2400981
9-Jul-15,434.90,438.72,434.15,434.39,2271395
8-Jul-15,434.35,435.99,428.83,429.70,2383130
7-Jul-15,435.68,437.73,425.57,436.72,3454248
6-Jul-15,435.23,439.73,433.52,436.04,1903161
2-Jul-15,437.00,438.20,433.48,437.71,1343397
1-Jul-15,439.35,440.00,435.58,437.39,1987076
30-Jun-15,434.20,435.57,430.46,434.09,2596873
29-Jun-15,434.98,437.00,429.00,429.86,2753193
26-Jun-15,441.76,443.49,435.06,438.10,2624479
25-Jun-15,438.07,443.47,436.39,440.10,2237458
24-Jun-15,444.97,446.47,440.23,440.84,2620827
23-Jun-15,435.59,447.04,433.69,445.99,3245049
22-Jun-15,437.00,439.24,434.18,436.29,1823572
19-Jun-15,440.26,444.99,433.24,434.92,4495087
18-Jun-15,430.30,439.73,429.40,439.39,3378360
17-Jun-15,428.36,431.35,424.75,427.81,2185869
16-Jun-15,424.15,427.97,422.67,427.26,2297469
15-Jun-15,427.66,428.05,422.64,423.67,2050987
12-Jun-15,431.25,432.36,428.26,429.92,2054385
11-Jun-15,432.29,438.89,431.47,432.97,2922459
10-Jun-15,426.46,432.20,425.66,430.77,2172333
9-Jun-15,422.96,427.49,419.14,425.48,2288663
8-Jun-15,425.62,426.80,421.42,423.50,2172525
5-Jun-15,429.66,430.80,426.50,426.95,1907855
4-Jun-15,434.40,436.76,429.26,430.78,2510761
3-Jun-15,434.40,438.39,432.75,436.59,2727914
2-Jun-15,430.07,433.23,426.25,430.99,1669845
1-Jun-15,430.40,433.16,426.20,430.92,2253264
29-May-15,427.23,432.50,427.23,429.23,3016060
28-May-15,429.71,431.35,425.47,426.57,1912436
27-May-15,427.45,431.85,425.01,431.42,2231088
26-May-15,426.20,427.00,422.00,425.47,2244185
22-May-15,431.55,432.44,427.61,427.63,2020629
21-May-15,428.00,436.90,428.00,431.63,4121401
20-May-15,420.60,427.10,418.36,423.86,2196159
19-May-15,424.87,428.24,420.63,421.71,2465240
18-May-15,426.00,427.27,421.46,425.24,2390229
15-May-15,428.00,430.40,424.30,426.00,4240306
14-May-15,429.45,433.00,427.01,432.28,1888477
13-May-15,429.98,433.53,425.80,426.87,1996328
12-May-15,431.08,433.25,426.71,431.02,1947822
11-May-15,432.51,439.00,431.37,432.85,2393737
8-May-15,430.75,435.20,430.17,433.69,2908838
7-May-15,424.15,428.50,422.85,426.88,2766132
6-May-15,421.43,422.72,414.55,419.10,2552474
5-May-15,422.85,427.51,421.02,421.19,2856386
4-May-15,424.80,429.77,422.42,423.04,2270448
1-May-15,423.82,425.64,416.00,422.87,3565824
30-Apr-15,427.11,431.75,419.24,421.78,3647877
29-Apr-15,426.75,434.24,426.03,429.37,3621688
28-Apr-15,438.51,439.00,428.04,429.31,4140483
27-Apr-15,443.86,446.99,437.41,438.56,5430949
24-Apr-15,439.00,452.65,439.00,445.10,17176904
23-Apr-15,390.21,391.88,386.15,389.99,7979985
22-Apr-15,391.91,394.28,388.00,389.80,3474724
21-Apr-15,391.31,394.60,386.80,391.18,4643524
20-Apr-15,378.55,391.94,377.00,389.51,5016148
17-Apr-15,382.63,383.56,374.40,375.56,3839664
16-Apr-15,383.69,387.45,383.55,386.04,2080418
15-Apr-15,384.65,385.78,381.64,383.45,1933229
14-Apr-15,383.51,387.81,381.21,385.11,2583575
13-Apr-15,383.53,385.28,380.14,382.36,1894453
10-Apr-15,384.31,387.12,381.32,382.65,2573519
9-Apr-15,380.66,384.42,378.80,383.54,2392328
8-Apr-15,374.66,381.58,374.65,381.20,2636434
7-Apr-15,376.15,379.31,374.03,374.41,1954902
6-Apr-15,370.10,380.20,369.36,377.04,3050709
2-Apr-15,370.50,373.28,369.00,372.25,1875279
1-Apr-15,372.10,373.16,368.34,370.26,2458095
31-Mar-15,373.24,377.70,371.51,372.10,2506122
30-Mar-15,371.87,376.12,371.55,374.59,1820933
27-Mar-15,367.11,373.17,366.57,370.56,2609774
26-Mar-15,369.59,371.40,365.65,367.35,2929962
25-Mar-15,375.17,380.50,370.28,370.96,3429497
24-Mar-15,373.99,375.24,372.27,374.09,2228214
23-Mar-15,378.07,381.77,374.94,375.11,2239343
20-Mar-15,376.29,379.37,375.92,378.49,3763553
19-Mar-15,373.87,377.11,372.19,373.24,1915671
18-Mar-15,369.97,375.99,366.70,375.14,2654135
17-Mar-15,371.11,374.50,369.64,371.92,2036961
16-Mar-15,370.38,373.94,366.72,373.35,2354059
13-Mar-15,371.52,373.99,366.68,370.58,2611658
12-Mar-15,368.82,375.50,367.52,374.24,2810001
11-Mar-15,370.61,373.35,366.26,366.37,2495097
10-Mar-15,377.45,377.77,369.18,369.51,3120972
9-Mar-15,378.40,379.33,375.28,378.56,2311390
6-Mar-15,385.52,387.00,378.88,380.09,2627042
5-Mar-15,385.61,388.42,383.89,387.83,2693518
4-Mar-15,385.71,387.90,382.19,382.72,2259141
3-Mar-15,383.95,386.10,381.60,384.61,1946498
2-Mar-15,380.85,385.90,379.48,385.66,2139205
27-Feb-15,384.00,385.99,379.79,380.16,2532309
26-Feb-15,384.07,389.37,383.28,384.80,2687107
25-Feb-15,377.27,387.85,376.54,385.37,3174495
24-Feb-15,378.65,380.48,376.16,378.59,1921850
23-Feb-15,383.44,384.54,378.00,380.14,2176989
20-Feb-15,378.62,383.70,375.84,383.66,3258023
19-Feb-15,373.49,381.88,373.43,379.00,2953752
18-Feb-15,375.42,376.74,372.85,373.37,2650610
17-Feb-15,377.72,379.98,372.67,375.43,3673208
13-Feb-15,378.41,383.00,377.01,381.83,3475069
12-Feb-15,375.10,378.51,373.15,377.17,2791050
11-Feb-15,371.23,377.10,371.10,375.14,2786523
10-Feb-15,371.19,374.30,368.51,373.00,2287232
9-Feb-15,371.00,374.41,367.20,370.56,2724630
6-Feb-15,374.87,375.99,371.01,374.28,3892382
5-Feb-15,366.00,378.80,365.90,373.89,7247605
4-Feb-15,358.38,367.50,358.23,364.75,4169927
3-Feb-15,360.29,367.82,360.21,363.55,6212565
2-Feb-15,350.05,365.00,350.01,364.47,10231914
30-Jan-15,346.32,359.50,340.74,354.53,23856060
29-Jan-15,304.73,312.80,299.33,311.78,8656567
28-Jan-15,309.81,311.51,303.80,303.91,3063774
27-Jan-15,306.30,310.24,302.62,306.75,2920315
26-Jan-15,311.82,313.00,307.52,309.66,3169665
23-Jan-15,308.08,316.93,307.72,312.39,4496419
22-Jan-15,300.00,312.25,300.00,310.32,5362640
21-Jan-15,289.64,306.00,287.26,297.25,10065076
20-Jan-15,292.59,293.36,286.39,289.44,3075081
16-Jan-15,286.28,290.79,285.25,290.74,3478176
15-Jan-15,294.00,296.00,286.82,286.95,4419196
14-Jan-15,291.93,295.91,286.50,293.27,5538666
13-Jan-15,297.48,301.50,293.23,294.74,4136442
12-Jan-15,297.56,298.51,289.28,291.41,3421392
9-Jan-15,301.48,302.87,296.68,296.93,2592360
8-Jan-15,300.32,303.14,296.11,300.46,3088398
7-Jan-15,297.50,301.28,295.33,298.42,2640349
6-Jan-15,302.24,303.00,292.38,295.29,3519034
5-Jan-15,307.01,308.38,300.85,302.19,2774231
2-Jan-15,312.58,314.75,306.96,308.52,2788101
31-Dec-14,311.55,312.98,310.01,310.35,2057766
30-Dec-14,309.91,313.94,309.34,310.30,2093023
29-Dec-14,307.85,314.27,306.58,312.04,3009046
26-Dec-14,305.00,310.78,303.81,309.09,2893801
24-Dec-14,306.38,307.00,302.88,303.03,1518107
23-Dec-14,306.98,307.49,303.25,306.28,2718359
22-Dec-14,301.94,307.36,301.94,306.54,4003827
19-Dec-14,296.91,301.54,295.52,299.90,8709129
18-Dec-14,304.01,304.50,293.25,297.73,7738067
17-Dec-14,296.37,299.67,293.03,298.88,4433505
16-Dec-14,304.35,304.49,295.01,295.06,6501252
15-Dec-14,308.87,310.86,302.15,306.07,3841577
12-Dec-14,303.99,310.64,303.01,307.32,3162322
11-Dec-14,307.89,312.64,306.01,307.36,3272919
10-Dec-14,312.00,313.19,304.68,305.84,3245890
9-Dec-14,302.99,313.64,301.14,312.50,4049506
8-Dec-14,311.57,316.56,304.82,306.64,3639180
5-Dec-14,316.80,316.93,310.84,312.63,3265214
4-Dec-14,315.53,318.59,313.47,316.93,3296642
3-Dec-14,325.73,326.77,314.36,316.50,5689904
2-Dec-14,327.50,327.93,323.25,326.31,2790257
1-Dec-14,338.12,340.64,325.93,326.00,4944861
28-Nov-14,336.03,341.26,336.03,338.64,3051798
26-Nov-14,333.78,334.65,331.75,333.57,1985949
25-Nov-14,335.27,336.33,331.28,335.04,2564989
24-Nov-14,334.78,337.39,333.60,335.64,2754186
21-Nov-14,335.42,338.33,331.47,332.63,4466587
20-Nov-14,324.00,332.67,323.33,330.54,3436721
19-Nov-14,327.25,328.40,324.02,326.54,3281614
18-Nov-14,323.99,329.56,323.25,324.93,3551161
17-Nov-14,326.44,328.00,318.03,323.05,4784933
14-Nov-14,317.12,332.88,316.40,327.82,8877785
13-Nov-14,312.00,317.89,311.51,316.48,3686428
12-Nov-14,310.75,312.58,308.79,311.51,2182982
11-Nov-14,305.94,312.38,303.65,312.01,3807333
10-Nov-14,300.00,305.80,300.00,305.11,2809056
7-Nov-14,297.82,299.99,296.29,299.86,2647352
6-Nov-14,296.69,297.00,292.29,296.64,3758121
5-Nov-14,303.01,304.00,294.16,296.52,4674492
4-Nov-14,303.99,304.25,300.17,302.81,3427384
3-Nov-14,306.24,308.01,303.24,305.72,3244150
31-Oct-14,305.15,305.72,301.50,305.46,4551795
30-Oct-14,293.98,299.74,292.36,299.07,4055155
29-Oct-14,299.11,299.61,293.07,294.12,4883259
28-Oct-14,289.76,298.00,289.76,295.59,5576646
27-Oct-14,285.70,290.42,285.02,289.97,5950594
24-Oct-14,284.40,293.81,284.00,287.06,19805911
23-Oct-14,313.40,316.80,311.40,313.18,9038193
22-Oct-14,315.43,318.98,312.64,312.97,3130049
21-Oct-14,309.90,315.64,307.07,315.33,3563351
20-Oct-14,302.95,306.53,302.02,306.21,3239490
17-Oct-14,307.15,309.20,302.72,303.64,4409218
16-Oct-14,293.83,306.82,293.83,302.86,4731866
15-Oct-14,304.35,307.90,299.10,305.97,5348254
14-Oct-14,308.00,312.24,305.75,308.31,3385809
13-Oct-14,309.87,313.20,303.47,306.45,4369850
10-Oct-14,314.02,317.77,311.38,311.39,3684314
9-Oct-14,321.49,322.27,314.52,315.37,3589464
8-Oct-14,316.58,324.11,314.14,322.70,3458960
7-Oct-14,319.43,322.00,316.67,316.98,2365698
6-Oct-14,323.50,324.13,319.60,322.20,2294194
3-Oct-14,320.36,325.16,319.53,322.74,3037891
2-Oct-14,316.92,318.53,311.31,318.41,3553944
1-Oct-14,322.04,322.16,315.55,317.46,3096735
30-Sep-14,321.36,323.43,318.51,322.44,2639967
29-Sep-14,320.50,323.75,319.00,321.82,1929589
26-Sep-14,320.60,323.50,317.64,323.21,3639155
25-Sep-14,327.99,328.54,321.40,321.93,2934944
24-Sep-14,324.17,329.44,319.56,328.21,2647232
23-Sep-14,322.46,327.60,321.25,323.63,2353590
22-Sep-14,328.49,329.49,321.06,324.50,3118649
19-Sep-14,327.60,332.76,325.57,331.32,6886382
18-Sep-14,325.44,327.10,323.71,325.00,2577706
17-Sep-14,327.76,328.00,321.52,324.00,4138950
16-Sep-14,321.07,329.48,320.10,327.76,3265860
15-Sep-14,330.91,331.33,319.00,323.89,4006918
12-Sep-14,329.56,332.89,328.79,331.19,3429727
11-Sep-14,329.94,333.01,326.39,330.52,2721893
10-Sep-14,334.30,334.98,328.82,331.33,3798904
9-Sep-14,341.61,341.76,329.18,329.75,4646832
8-Sep-14,344.54,345.81,339.04,342.34,2960693
5-Sep-14,346.30,346.83,342.50,346.38,2111220
4-Sep-14,343.69,349.38,343.58,345.95,3965557
3-Sep-14,342.54,343.27,337.55,339.00,1998540
2-Sep-14,339.98,342.50,337.16,342.38,2328881
29-Aug-14,341.76,341.82,337.68,339.04,1939848
28-Aug-14,340.00,341.79,338.80,340.02,2254725
27-Aug-14,342.09,346.67,341.34,343.18,2961767
26-Aug-14,337.00,344.36,334.55,341.83,3654702
25-Aug-14,333.21,336.77,332.71,334.02,1960978
22-Aug-14,332.99,334.08,330.80,331.59,2212965
21-Aug-14,336.48,336.58,332.23,332.91,1975792
20-Aug-14,334.68,337.16,334.02,335.78,1811462
19-Aug-14,334.87,335.81,333.01,335.13,1714120
18-Aug-14,335.48,337.80,333.77,334.53,2488186
15-Aug-14,334.00,335.00,328.32,333.63,3897928
14-Aug-14,327.80,334.09,326.71,333.21,3420646
13-Aug-14,327.60,331.72,326.14,326.28,4945094
12-Aug-14,318.89,321.31,316.95,319.32,1916143
11-Aug-14,318.48,320.38,316.88,318.33,2472819
8-Aug-14,311.94,317.32,310.66,316.80,2708416
7-Aug-14,315.21,315.88,309.66,311.45,2936913
6-Aug-14,310.83,315.78,310.20,313.89,2297476
5-Aug-14,313.65,314.55,310.06,312.32,2856294
4-Aug-14,308.84,316.18,308.50,313.65,4208660
1-Aug-14,313.69,315.83,304.59,307.06,7443091
31-Jul-14,320.01,320.68,311.86,312.99,5193770
30-Jul-14,321.45,322.73,318.50,322.51,3973213
29-Jul-14,321.98,322.90,319.50,320.00,2885644
28-Jul-14,324.25,324.82,316.50,320.41,5933999
25-Jul-14,317.30,324.87,314.76,324.01,17855141
24-Jul-14,359.98,364.85,358.52,358.61,7088655
23-Jul-14,359.05,360.63,356.62,358.14,2688761
22-Jul-14,355.25,362.93,355.25,360.84,2889366
21-Jul-14,358.10,361.71,356.72,359.76,2282741
18-Jul-14,354.40,359.68,352.08,358.66,3410032
17-Jul-14,353.44,356.96,351.38,352.45,3640290
16-Jul-14,355.62,359.32,353.00,355.90,3505023
15-Jul-14,353.72,355.59,349.40,354.44,4176758
14-Jul-14,347.03,355.77,345.36,355.32,5615482
11-Jul-14,334.71,347.00,334.71,346.20,8309079
10-Jul-14,324.34,329.98,322.65,327.92,2665753
9-Jul-14,324.71,330.20,323.15,329.97,3167133
8-Jul-14,333.10,333.74,321.40,323.81,4275447
7-Jul-14,337.50,337.55,332.52,333.55,2130028
3-Jul-14,334.83,338.30,333.08,337.49,1944300
2-Jul-14,333.20,336.76,331.66,332.85,2681578
1-Jul-14,325.86,333.20,325.10,332.39,3178548
30-Jun-14,324.98,326.98,322.24,324.78,2672165
27-Jun-14,325.88,326.52,323.27,324.57,2419626
26-Jun-14,328.49,328.65,322.13,325.69,2699908
25-Jun-14,324.33,328.15,321.74,327.44,2328006
24-Jun-14,327.54,329.73,322.74,324.16,2627978
23-Jun-14,323.33,327.55,321.41,327.24,2609628
20-Jun-14,327.76,328.22,320.42,324.20,6056210
19-Jun-14,335.26,338.90,325.98,327.00,5327002
18-Jun-14,328.00,335.75,325.00,334.38,6409334
17-Jun-14,327.54,331.34,325.23,325.62,2924058
16-Jun-14,324.86,328.69,323.52,327.62,2449843
13-Jun-14,327.05,329.30,323.53,326.27,2766909
12-Jun-14,335.55,335.55,324.66,325.91,4276316
11-Jun-14,336.00,340.72,333.88,335.20,4439178
10-Jun-14,327.65,335.50,327.50,332.41,3668904
9-Jun-14,331.57,333.00,325.65,327.50,3212755
6-Jun-14,325.00,330.88,324.93,329.67,5246723
5-Jun-14,308.10,327.94,306.90,323.57,7803760
4-Jun-14,306.85,309.50,303.84,306.78,2111176
3-Jun-14,305.75,307.92,305.07,307.19,2379273
2-Jun-14,312.59,312.60,307.00,308.84,2205909
30-May-14,314.43,314.65,307.57,312.55,4260624
29-May-14,310.42,314.87,310.20,313.78,2365679
28-May-14,309.50,313.82,307.42,310.16,2726803
27-May-14,314.41,314.63,307.38,310.82,4864163
23-May-14,305.46,312.35,304.90,312.24,3055997
22-May-14,305.05,308.54,303.01,304.91,2576888
21-May-14,302.21,305.96,301.52,305.01,3409200
20-May-14,297.10,304.46,296.75,301.19,4096308
19-May-14,295.76,299.00,293.81,296.76,2286313
16-May-14,292.80,298.88,291.55,297.70,3637649
15-May-14,298.02,299.20,290.38,295.19,4299530
14-May-14,302.50,304.64,296.66,297.62,3328414
13-May-14,302.60,305.60,300.75,304.64,3509937
12-May-14,294.30,303.34,294.16,302.86,3735443
9-May-14,290.57,293.68,284.38,292.24,4062984
8-May-14,290.82,295.88,287.23,288.32,3848996
7-May-14,295.56,296.40,286.68,292.71,7016937
6-May-14,309.53,309.81,297.04,297.38,4682327
5-May-14,306.37,310.23,305.00,310.05,2520300
2-May-14,310.42,313.29,304.31,308.01,3995218
1-May-14,304.13,310.48,304.00,307.89,4329167
30-Apr-14,298.10,304.56,298.10,304.13,4090006
29-Apr-14,296.44,301.84,290.45,300.38,6510591
28-Apr-14,304.00,304.39,288.00,296.58,14479803
25-Apr-14,316.25,316.49,302.71,303.83,16186737
24-Apr-14,329.67,337.40,322.95,337.15,9293735
23-Apr-14,333.06,333.13,323.39,324.58,3604586
22-Apr-14,332.00,337.50,328.94,329.32,3714288
21-Apr-14,323.97,331.15,322.31,330.87,3000598
17-Apr-14,319.76,328.66,319.76,324.91,4300378
16-Apr-14,321.17,324.00,314.71,323.68,4285901
15-Apr-14,316.70,318.28,305.50,316.08,5399337
14-Apr-14,317.67,320.48,311.28,315.91,4293532
11-Apr-14,314.00,316.50,309.50,311.73,7292028
10-Apr-14,330.60,331.00,316.50,317.11,6133376
9-Apr-14,328.47,332.18,322.50,331.80,5058664
8-Apr-14,321.88,328.00,318.44,327.07,6585583
7-Apr-14,320.99,324.94,313.13,317.76,7077360
4-Apr-14,335.15,335.44,315.61,323.00,12534578
3-Apr-14,341.82,342.50,328.46,333.62,6399299
2-Apr-14,345.99,348.30,340.38,341.96,4475523
1-Apr-14,338.09,344.43,338.00,342.99,3602899
31-Mar-14,342.40,346.29,334.06,336.36,4297487
28-Mar-14,340.05,347.00,336.08,338.29,3986782
27-Mar-14,343.15,344.00,330.88,338.47,5770462
26-Mar-14,357.13,357.60,343.40,343.41,4120665
25-Mar-14,354.03,358.97,348.84,354.71,4455703
24-Mar-14,360.09,361.50,348.60,351.85,4879627
21-Mar-14,371.00,372.84,358.40,360.62,5417935
20-Mar-14,370.64,373.00,366.22,368.97,2558460
19-Mar-14,378.77,379.00,369.42,373.23,2646687
18-Mar-14,377.32,379.00,375.00,378.77,2483508
17-Mar-14,375.72,378.85,374.88,375.04,2306821
14-Mar-14,372.80,378.57,371.55,373.74,4402220
13-Mar-14,376.62,383.11,368.08,371.51,6829047
12-Mar-14,366.40,371.16,363.61,370.64,2219663
11-Mar-14,370.99,372.80,367.28,368.82,2248019
10-Mar-14,372.69,372.73,367.00,370.53,2107820
7-Mar-14,374.58,374.99,369.53,372.06,2280358
6-Mar-14,374.05,375.33,368.90,372.16,2927497
5-Mar-14,364.13,372.73,363.90,372.37,3862706
4-Mar-14,363.90,365.68,362.46,363.90,2706843
3-Mar-14,358.74,360.96,354.48,359.78,2804261
28-Feb-14,360.60,365.86,357.08,362.10,3885207
27-Feb-14,357.22,360.59,355.50,360.13,3105442
26-Feb-14,359.86,364.75,357.17,359.80,3622506
25-Feb-14,353.00,361.08,351.58,358.32,3747076
24-Feb-14,345.19,353.00,343.29,351.78,3647182
21-Feb-14,352.44,354.14,346.75,346.76,4212144
20-Feb-14,348.80,350.46,344.38,349.80,3496663
19-Feb-14,352.64,354.54,346.10,347.38,4175393
18-Feb-14,355.28,355.73,349.45,353.65,5000493
14-Feb-14,359.34,359.34,353.35,357.35,3524570
13-Feb-14,347.70,357.20,346.50,357.20,4181445
12-Feb-14,356.43,357.75,346.32,349.25,6599199
11-Feb-14,361.84,363.61,356.25,361.79,3225200
10-Feb-14,361.61,365.00,359.35,360.87,3451093
7-Feb-14,358.98,361.80,352.49,361.08,4347189
6-Feb-14,347.40,354.82,347.40,354.59,3340542
5-Feb-14,346.00,349.37,337.73,346.45,4439010
4-Feb-14,349.59,354.00,344.02,347.95,4821177
3-Feb-14,358.98,360.85,340.10,346.15,10290934
31-Jan-14,371.76,375.45,357.76,358.69,16181519
30-Jan-14,393.77,406.25,387.70,403.01,10900116
29-Jan-14,392.16,392.85,383.24,384.20,3399294
28-Jan-14,387.40,394.74,387.12,394.43,2901611
27-Jan-14,390.50,394.10,380.49,386.28,3944752
24-Jan-14,398.16,400.20,387.27,387.60,4513038
23-Jan-14,401.00,406.17,397.79,399.87,3026272
22-Jan-14,408.00,408.06,402.00,404.54,2069759
21-Jan-14,403.00,407.80,401.60,407.05,3122705
17-Jan-14,394.26,403.49,393.66,399.61,4508791
16-Jan-14,393.68,399.29,389.41,395.80,2602506
15-Jan-14,398.94,399.31,392.53,395.87,2678794
14-Jan-14,392.13,398.63,391.29,397.54,2340401
13-Jan-14,397.98,399.78,388.45,390.98,2846507
10-Jan-14,402.53,403.76,393.80,397.66,2681701
9-Jan-14,403.71,406.89,398.44,401.01,2103793
8-Jan-14,398.47,403.00,396.04,401.92,2316903
7-Jan-14,395.04,398.47,394.29,398.03,1916684
6-Jan-14,395.85,397.00,388.42,393.63,3172207
3-Jan-14,398.29,402.71,396.22,396.44,2213512
2-Jan-14,398.80,399.36,394.02,397.97,2140246
31-Dec-13,394.58,398.83,393.80,398.79,1997051
30-Dec-13,399.41,399.92,392.45,393.37,2487812
27-Dec-13,404.65,405.63,396.25,398.08,1987280
26-Dec-13,401.79,404.52,396.81,404.39,1871590
24-Dec-13,402.52,403.72,396.37,399.20,1380373
23-Dec-13,403.69,405.00,399.20,402.92,2661823
20-Dec-13,396.84,404.72,395.78,402.20,5038537
19-Dec-13,394.36,397.29,392.60,395.19,2429598
18-Dec-13,389.56,396.30,383.10,395.96,3493635
17-Dec-13,391.00,391.36,386.50,387.65,2348377
16-Dec-13,385.50,391.70,385.00,388.97,2258884
13-Dec-13,384.62,389.42,383.80,384.24,3025145
12-Dec-13,381.55,385.00,379.50,381.25,2123652
11-Dec-13,387.71,388.98,382.00,382.19,2451254
10-Dec-13,383.50,389.06,383.02,387.78,2739875
9-Dec-13,388.21,388.21,382.57,384.89,2766573
6-Dec-13,388.35,388.35,383.83,386.95,1987762
5-Dec-13,386.65,386.65,381.37,384.49,1906452
4-Dec-13,383.50,389.69,381.49,385.96,2355719
3-Dec-13,390.11,390.95,383.10,384.66,3707536
2-Dec-13,399.00,399.00,389.10,392.30,4718883
29-Nov-13,389.10,394.10,388.62,393.62,2405985
27-Nov-13,383.50,387.00,382.61,386.71,2269656
26-Nov-13,377.61,382.50,374.82,381.37,2730689
25-Nov-13,373.82,377.79,373.18,376.64,2972546
22-Nov-13,370.00,374.50,366.31,372.31,2967833
21-Nov-13,364.05,369.25,363.30,368.92,1967041
20-Nov-13,367.56,367.56,360.45,362.57,1772984
19-Nov-13,365.82,368.78,362.50,364.94,1904797
18-Nov-13,370.28,373.49,364.67,366.18,2738214
15-Nov-13,367.63,372.90,365.55,369.17,4494773
14-Nov-13,357.39,368.94,356.43,367.40,4164128
13-Nov-13,347.40,356.22,345.68,356.22,2777832
12-Nov-13,352.99,355.48,347.28,349.53,2344304
11-Nov-13,350.59,355.37,348.06,354.38,2262538
8-Nov-13,345.95,351.05,344.04,350.31,2656865
7-Nov-13,355.86,357.90,341.88,343.56,4250065
6-Nov-13,360.45,362.87,354.50,356.18,2288077
5-Nov-13,356.78,360.17,354.84,358.89,2007275
4-Nov-13,360.12,361.00,354.40,358.74,1940496
1-Nov-13,365.63,365.77,356.10,359.00,3332126
31-Oct-13,361.73,366.00,359.00,364.03,2466937
30-Oct-13,362.62,365.00,358.65,361.08,4505005
29-Oct-13,358.96,362.89,356.29,362.70,2190763
28-Oct-13,359.92,362.75,357.20,358.16,3635848
25-Oct-13,358.60,368.40,352.62,363.39,12043903
24-Oct-13,329.63,332.65,326.75,332.21,5884655
23-Oct-13,330.84,331.72,324.06,326.76,2818158
22-Oct-13,327.72,337.11,325.68,332.54,3942953
21-Oct-13,329.89,330.00,323.80,326.44,2527617
18-Oct-13,319.36,331.89,316.75,328.93,5969814
17-Oct-13,307.07,311.00,305.24,310.77,2648384
16-Oct-13,308.38,310.80,305.55,310.49,2180521
15-Oct-13,309.87,310.79,305.26,306.40,2261554
14-Oct-13,309.22,311.64,307.00,310.70,1939092
11-Oct-13,304.77,310.93,303.84,310.89,2163093
10-Oct-13,304.63,306.70,302.59,305.17,2557138
9-Oct-13,303.42,303.50,296.50,298.23,3252771
8-Oct-13,311.50,311.54,300.27,303.23,3171592
7-Oct-13,315.24,315.34,309.74,310.03,2085725
4-Oct-13,315.13,319.20,312.62,319.04,1814976
3-Oct-13,320.39,322.92,313.02,314.76,2679440
2-Oct-13,318.04,321.73,317.52,320.51,2224623
1-Oct-13,314.22,321.00,313.65,320.95,2398999
30-Sep-13,313.41,315.31,311.06,312.64,1625844
27-Sep-13,316.92,317.21,313.35,316.01,1658435
26-Sep-13,313.90,319.37,313.26,318.12,1990982
25-Sep-13,314.53,316.71,310.75,312.65,2010249
24-Sep-13,312.43,318.08,311.28,314.13,2033546
23-Sep-13,314.01,315.90,308.77,311.49,1885197
20-Sep-13,312.54,320.57,312.41,316.34,5306003
19-Sep-13,313.77,314.54,311.04,312.06,2350946
18-Sep-13,304.06,312.74,302.91,312.03,2946988
17-Sep-13,297.63,304.65,296.01,304.17,2297381
16-Sep-13,299.82,301.00,295.26,296.06,1818400
13-Sep-13,300.14,300.22,296.20,297.92,1350645
12-Sep-13,299.39,302.00,297.66,298.86,1606393
11-Sep-13,298.91,301.86,297.84,299.64,1742264
10-Sep-13,300.55,301.00,297.22,300.36,1781037
9-Sep-13,297.22,299.96,296.60,299.71,1646244
6-Sep-13,295.33,298.88,290.80,295.86,2293345
5-Sep-13,293.63,297.00,292.71,294.10,1819790
4-Sep-13,288.33,295.23,287.58,293.64,2439351
3-Sep-13,284.73,291.39,284.17,288.80,2898422
30-Aug-13,284.59,284.87,280.00,280.98,1534706
29-Aug-13,281.45,285.98,280.00,283.98,1566544
